filename,path,acad_hits,prac_hits,stream_score,top_acad_terms,top_prac_terms
"Allman-Ward, Allman-Ward - Optimizing Company Cash (Book 2007).pdf","Textbooks/Practitioner/Corporate Finance/Allman-Ward, Allman-Ward - Optimizing Company Cash (Book 2007).pdf",0,24,-1.0,,"guide(7), a guide for(6), practical(5), bottom line(2), bottom-line(2)"
American Constitutional League of Wisconsin - What is Capital and Who Are Capitalists (Book 1920).pdf,Textbooks/Practitioner/Corporate Finance/American Constitutional League of Wisconsin - What is Capital and Who Are Capitalists (Book 1920).pdf,0,3,-1.0,,"your money(2), in practice(1)"
American Institute of Banking - Corporation Finance (Book 1932).pdf,Textbooks/Practitioner/Corporate Finance/American Institute of Banking - Corporation Finance (Book 1932).pdf,1,2,-0.3333,instructor(1),"practical(1), board of directors(1)"
Amram - Value Sweep Mapping Corporate Growth Opportunities (Book 2002).pdf,Textbooks/Practitioner/Corporate Finance/Amram - Value Sweep Mapping Corporate Growth Opportunities (Book 2002).pdf,1,4,-0.6,proposition(1),"client(2), Wall Street(1), written for managers(1)"
Anderson - Corporate Finance and Fixed Investment an Econometric (Book 1964).pdf,Textbooks/Practitioner/Corporate Finance/Anderson - Corporate Finance and Fixed Investment an Econometric (Book 1964).pdf,1,0,1.0,instructor(1),
Andrews - Financial Management Cases and Readings (Book 1976).pdf,Textbooks/Practitioner/Corporate Finance/Andrews - Financial Management Cases and Readings (Book 1976).pdf,0,1,-1.0,,financial planning(1)
Anonymous - Letters Relating to the East India Company (Book 1754).pdf,Textbooks/Practitioner/Corporate Finance/Anonymous - Letters Relating to the East India Company (Book 1754).pdf,0,0,0.0,,
"Archer, D'Ambrosio - Business Finance Theory and Management (Book 1966).pdf","Textbooks/Practitioner/Corporate Finance/Archer, D'Ambrosio - Business Finance Theory and Management (Book 1966).pdf",7,1,0.75,"textbook(2), this course(2), coefficient(1), undergraduate(1), semester(1)",real-world(1)
"Archer, D'Ambrosio - The Theory of Business Finance (Book 1983).pdf","Textbooks/Practitioner/Corporate Finance/Archer, D'Ambrosio - The Theory of Business Finance (Book 1983).pdf",1,0,1.0,we assume(1),
Armitage - The Cost of Capital (Book 2005).pdf,Textbooks/Practitioner/Corporate Finance/Armitage - The Cost of Capital (Book 2005).pdf,10,1,0.8182,"university press(7), equilibrium(2), OLS(1)",in practice(1)
Armold - Corporate Financial Management (Book 2008).pdf,Textbooks/Practitioner/Corporate Finance/Armold - Corporate Financial Management (Book 2008).pdf,10,12,-0.0909,"further reading(4), review questions(4), textbook(1), MBA students(1)","case study(5), guide(3), handbook(2), how to(1), step by step(1)"
"Arnold, Glen - Handbook of Corporate Finance (Book 2005).pdf","Textbooks/Practitioner/Corporate Finance/Arnold, Glen - Handbook of Corporate Finance (Book 2005).pdf",0,11,-1.0,,"handbook(6), step by step(1), in practice(1), guide(1), real-world(1)"
"Ashley, Smyth - Corporation Finance in Canada (Book 1963).pdf","Textbooks/Practitioner/Corporate Finance/Ashley, Smyth - Corporation Finance in Canada (Book 1963).pdf",1,0,1.0,suggested readings(1),
Atrill - Financial Management for Decision Makers (Book 2006).pdf,Textbooks/Practitioner/Corporate Finance/Atrill - Financial Management for Decision Makers (Book 2006).pdf,16,5,0.5238,"further reading(8), review questions(8)","in practice(2), how to(1), practical(1), financial planning(1)"
Avdani - The Wall Street MBA- Your Personal Crash Course in Corporate Finance (Book 2006).pdf,Textbooks/Practitioner/Corporate Finance/Avdani - The Wall Street MBA- Your Personal Crash Course in Corporate Finance (Book 2006).pdf,3,4,-0.1429,MBA students(3),Wall Street(4)
Badger - Valuation of Industrial Securities (Book 1925).pdf,Textbooks/Practitioner/Corporate Finance/Badger - Valuation of Industrial Securities (Book 1925).pdf,0,0,0.0,,
Baker - Financial Management (Book 1987).pdf,Textbooks/Practitioner/Corporate Finance/Baker - Financial Management (Book 1987).pdf,5,7,-0.1667,textbook(5),"financial planning(3), step by step(1), in practice(1), practical(1), investment banker(1)"
Baker - Introduction to Corporate Finance (Book 1936).pdf,Textbooks/Practitioner/Corporate Finance/Baker - Introduction to Corporate Finance (Book 1936).pdf,0,0,0.0,,
"Baker, Singleton, Veit - Survey Research in Corporate Finance (Book 2011).pdf","Textbooks/Practitioner/Corporate Finance/Baker, Singleton, Veit - Survey Research in Corporate Finance (Book 2011).pdf",8,5,0.2308,university press(8),"guide(3), practical(2)"
"Baker, Smith - The new financial capitalists - KKR and the Creation of Corporate Value (Book 1992).pdf","Textbooks/Practitioner/Corporate Finance/Baker, Smith - The new financial capitalists - KKR and the Creation of Corporate Value (Book 1992).pdf",1,0,1.0,university press(1),
Barges - The Effect of Capital Structure on the Cost of Capital (Book 1963).pdf,Textbooks/Practitioner/Corporate Finance/Barges - The Effect of Capital Structure on the Cost of Capital (Book 1963).pdf,0,0,0.0,,
Barnes - Corporate Organization and Administration (Book 1910).pdf,Textbooks/Practitioner/Corporate Finance/Barnes - Corporate Organization and Administration (Book 1910).pdf,0,1,-1.0,,compliance(1)
Barr - Public Finance in Theory and Practice (Book 1963).pdf,Textbooks/Practitioner/Corporate Finance/Barr - Public Finance in Theory and Practice (Book 1963).pdf,0,2,-1.0,,"case study(1), retirement(1)"
"Baskin, Miranti - A History of Corporate Finance (Book 1997).pdf","Textbooks/Practitioner/Corporate Finance/Baskin, Miranti - A History of Corporate Finance (Book 1997).pdf",4,1,0.6,university press(4),guide(1)
Baumol - Business Behavior Value and Growth (Book 1959).pdf,Textbooks/Practitioner/Corporate Finance/Baumol - Business Behavior Value and Growth (Book 1959).pdf,0,2,-1.0,,"practical(1), the reader will(1)"
Becker - Human Capital (Book 1993).pdf,Textbooks/Practitioner/Corporate Finance/Becker - Human Capital (Book 1993).pdf,5,1,0.6667,"optimal(2), regression(1), et al.(1), American Economic Review(1)",guide(1)
Beer - British Colonial Policy 1745-1765 (Book 1907).pdf,Textbooks/Practitioner/Corporate Finance/Beer - British Colonial Policy 1745-1765 (Book 1907).pdf,3,0,1.0,"this course(2), proof(1)",
Benassy - Macroeconomics an Introduction to the Non Walrasian Approach (Book 1986).pdf,Textbooks/Practitioner/Corporate Finance/Benassy - Macroeconomics an Introduction to the Non Walrasian Approach (Book 1986).pdf,7,0,1.0,"equilibrium(5), the model(2)",
Benninga - Corporate Financial Policy (Book 1997).pdf,Textbooks/Practitioner/Corporate Finance/Benninga - Corporate Financial Policy (Book 1997).pdf,6,1,0.7143,"instructor(2), we assume(1), textbook(1), undergraduate(1), classroom(1)",how to(1)
Bentley - Corporate Finance and Accounting (Book 1908).pdf,Textbooks/Practitioner/Corporate Finance/Bentley - Corporate Finance and Accounting (Book 1908).pdf,0,0,0.0,,
Beranek - Analysis for Financial Decisions (Book 1963).pdf,Textbooks/Practitioner/Corporate Finance/Beranek - Analysis for Financial Decisions (Book 1963).pdf,1,2,-0.3333,instructor(1),how to(2)
Berenson - The Number - How the Drive for Quarterly Earnings Corrupted Wall Street and Corporate America (Book 2003).pdf,Textbooks/Practitioner/Corporate Finance/Berenson - The Number - How the Drive for Quarterly Earnings Corrupted Wall Street and Corporate America (Book 2003).pdf,0,8,-1.0,,"Wall Street(6), how to(1), money manager(1)"
"Berk, Demarzo - Corporate Finance - The Core (Book 2019).pdf","Textbooks/Practitioner/Corporate Finance/Berk, Demarzo - Corporate Finance - The Core (Book 2019).pdf",2,4,-0.3333,optimal(2),"how to(1), guide(1), client(1), straightforward(1)"
"Berk, DeMarzo, Stangeland, Marosi, Harford - Fundamentals of Corporate Finance (Book 2022).pdf","Textbooks/Practitioner/Corporate Finance/Berk, DeMarzo, Stangeland, Marosi, Harford - Fundamentals of Corporate Finance (Book 2022).pdf",2,9,-0.6364,optimal(2),"in practice(4), financial planning(2), real-world(1), bottom line(1), bottom-line(1)"
Bernhard - The Evaluation of Common Stocks (Book 1959).pdf,Textbooks/Practitioner/Corporate Finance/Bernhard - The Evaluation of Common Stocks (Book 1959).pdf,1,1,0.0,proposition(1),in practice(1)
Bernstein - Raising Capital the Grant Thornton Llp Guide for Entrep (Book 1996).pdf,Textbooks/Practitioner/Corporate Finance/Bernstein - Raising Capital the Grant Thornton Llp Guide for Entrep (Book 1996).pdf,0,23,-1.0,,"guide(15), how to(5), insider(2), practical(1)"
"Besley, Brigham - CFIN6 - Corporate Finance (Book 2019).pdf","Textbooks/Practitioner/Corporate Finance/Besley, Brigham - CFIN6 - Corporate Finance (Book 2019).pdf",4,3,0.1429,"coefficient(2), equilibrium(1), optimal(1)","in practice(2), financial planning(1)"
"Besley, Brigham - Principles of Finance (Book 2006).pdf","Textbooks/Practitioner/Corporate Finance/Besley, Brigham - Principles of Finance (Book 2006).pdf",9,2,0.6364,"coefficient(3), this course(2), instructor(2), undergraduate(2)","how to(1), guide(1)"
Bicksler - Capital Market Equilibrium and Efficiency (Book 1977).pdf,Textbooks/Practitioner/Corporate Finance/Bicksler - Capital Market Equilibrium and Efficiency (Book 1977).pdf,13,2,0.7333,"equilibrium(7), proof(2), optimal(1), empirical evidence(1), the model(1)","how to(1), insider(1)"
Bierman - An Introduction to Managerial Finance (Book 1973).pdf,Textbooks/Practitioner/Corporate Finance/Bierman - An Introduction to Managerial Finance (Book 1973).pdf,0,0,0.0,,
Bierman - Financial Policy Decisions (Book 1970).pdf,Textbooks/Practitioner/Corporate Finance/Bierman - Financial Policy Decisions (Book 1970).pdf,5,0,1.0,"the model(3), optimal(1), university press(1)",
Bierman - Implementing Capital Budgeting Techniques (Book 1988).pdf,Textbooks/Practitioner/Corporate Finance/Bierman - Implementing Capital Budgeting Techniques (Book 1988).pdf,0,3,-1.0,,"practical(1), guide(1), financial planning(1)"
Bierman - The Capital Budgeting Decision (Book 1960).pdf,Textbooks/Practitioner/Corporate Finance/Bierman - The Capital Budgeting Decision (Book 1960).pdf,0,1,-1.0,,how to(1)
"Bierman Jr. - Increasing Shareholder Value Distribution Policy, a Corporate Finance Challenge (Book 2001).pdf","Textbooks/Practitioner/Corporate Finance/Bierman Jr. - Increasing Shareholder Value Distribution Policy, a Corporate Finance Challenge (Book 2001).pdf",0,4,-1.0,,"board of directors(3), how to(1)"
Bierman Jr. - The Capital Structure Decision (Book 2003).pdf,Textbooks/Practitioner/Corporate Finance/Bierman Jr. - The Capital Structure Decision (Book 2003).pdf,1,3,-0.5,we assume(1),"CFO(2), real-world(1)"
"Bierman, Smidt - The Capital Budgeting Decision (Book 1975).pdf","Textbooks/Practitioner/Corporate Finance/Bierman, Smidt - The Capital Budgeting Decision (Book 1975).pdf",0,2,-1.0,,how to(2)
Bishop - The Financing of Business Enterprises (Book 1929).pdf,Textbooks/Practitioner/Corporate Finance/Bishop - The Financing of Business Enterprises (Book 1929).pdf,0,1,-1.0,,practical(1)
Blain - Course Materials for Problems in Corporate Finance (Book 1979).pdf,Textbooks/Practitioner/Corporate Finance/Blain - Course Materials for Problems in Corporate Finance (Book 1979).pdf,2,1,0.3333,course materials(2),how to(1)
Bogen - Corporation Finance (Book 1946).pdf,Textbooks/Practitioner/Corporate Finance/Bogen - Corporation Finance (Book 1946).pdf,0,0,0.0,,
Bohm-Bawerk - Capital and Interest (Book 1958).pdf,Textbooks/Practitioner/Corporate Finance/Bohm-Bawerk - Capital and Interest (Book 1958).pdf,1,0,1.0,Quarterly Journal(1),
Bolten - Managerial Finance Principles and Practice (Book 1976).pdf,Textbooks/Practitioner/Corporate Finance/Bolten - Managerial Finance Principles and Practice (Book 1976).pdf,2,0,1.0,"regression(1), empirical evidence(1)",
Bonbright - The Valuation of Property (Book 1937).pdf,Textbooks/Practitioner/Corporate Finance/Bonbright - The Valuation of Property (Book 1937).pdf,3,0,1.0,"Quarterly Journal(2), university press(1)",
Bonnet - Manuel du Capitaliste Ou Tableaux En Forme de Comptes Faits Pour Le Calcul des Interets de Largent (Book 1834).pdf,Textbooks/Practitioner/Corporate Finance/Bonnet - Manuel du Capitaliste Ou Tableaux En Forme de Comptes Faits Pour Le Calcul des Interets de Largent (Book 1834).pdf,0,0,0.0,,
Bonneville - Elements of Business Finance (Book 1925).pdf,Textbooks/Practitioner/Corporate Finance/Bonneville - Elements of Business Finance (Book 1925).pdf,0,0,0.0,,
"Booth, Cleary - Introduction to Corporate Finance Managing Canadian Fir (Book 2016).pdf","Textbooks/Practitioner/Corporate Finance/Booth, Cleary - Introduction to Corporate Finance Managing Canadian Fir (Book 2016).pdf",39,18,0.3684,"textbook(24), this course(3), instructor(3), learning objectives(3), prerequisite(2)","how to(10), step by step(2), in practice(2), guide(1), real-world(1)"
"Booth, Cleary, Rakita - Introduction to Corporate Finance (Book 2010).pdf","Textbooks/Practitioner/Corporate Finance/Booth, Cleary, Rakita - Introduction to Corporate Finance (Book 2010).pdf",51,16,0.5224,"textbook(22), instructor(12), end-of-chapter(3), learning objectives(3), Journal of Finance(2)","how to(10), guide(2), step by step(1), in practice(1), real-world(1)"
Bosland - Corporate Finance and Regulation (Book 1949).pdf,Textbooks/Practitioner/Corporate Finance/Bosland - Corporate Finance and Regulation (Book 1949).pdf,1,0,1.0,semester(1),
Boudreaux - The Basic Theory of Corporate Finance (Book 1977).pdf,Textbooks/Practitioner/Corporate Finance/Boudreaux - The Basic Theory of Corporate Finance (Book 1977).pdf,0,0,0.0,,
Bowman - The Modern Corporation and American Political Thought (Book 1996).pdf,Textbooks/Practitioner/Corporate Finance/Bowman - The Modern Corporation and American Political Thought (Book 1996).pdf,2,1,0.3333,university press(2),guide(1)
Boykin - Financing Real Estate (Book 1979).pdf,Textbooks/Practitioner/Corporate Finance/Boykin - Financing Real Estate (Book 1979).pdf,0,1,-1.0,,broker(1)
Bradely - Administrative Financial Management (Book 1964).pdf,Textbooks/Practitioner/Corporate Finance/Bradely - Administrative Financial Management (Book 1964).pdf,0,0,0.0,,
Bradley - Administrative Financial Management (Book 1969).pdf,Textbooks/Practitioner/Corporate Finance/Bradley - Administrative Financial Management (Book 1969).pdf,0,0,0.0,,
Bradley - Fundamentals of Corporation Finance (Book 1955).pdf,Textbooks/Practitioner/Corporate Finance/Bradley - Fundamentals of Corporation Finance (Book 1955).pdf,13,0,1.0,"review questions(7), suggested readings(3), this course(1), undergraduate(1), graduate students(1)",
Bradley - Fundamentals of Corporation Finance (Book 1958).pdf,Textbooks/Practitioner/Corporate Finance/Bradley - Fundamentals of Corporation Finance (Book 1958).pdf,2,0,1.0,"this course(1), graduate students(1)",
Bragg - Financial Planning Analysis and Performance Management (Book 2020).pdf,Textbooks/Practitioner/Corporate Finance/Bragg - Financial Planning Analysis and Performance Management (Book 2020).pdf,0,13,-1.0,,"best practice(3), financial planning(3), practical(2), CFO(2), guide(1)"
Bragg - The CFO Guidebook (Book 2020).pdf,Textbooks/Practitioner/Corporate Finance/Bragg - The CFO Guidebook (Book 2020).pdf,25,21,0.087,"learning objectives(12), review questions(10), this course(2), prerequisite(1)","CFO(15), due diligence(2), board of directors(2), how to(1), best practice(1)"
Bragg - The CFO Guidebook (Book 2022).pdf,Textbooks/Practitioner/Corporate Finance/Bragg - The CFO Guidebook (Book 2022).pdf,0,9,-1.0,,"CFO(7), best practice(1), due diligence(1)"
Bragg - The New CFO Financial Leadership Manual (Book 2021).pdf,Textbooks/Practitioner/Corporate Finance/Bragg - The New CFO Financial Leadership Manual (Book 2021).pdf,0,11,-1.0,,"CFO(8), investment banker(2), insider(1)"
Brealey - Principles of Corporate Finance 6th Edition (Book 2000).pdf,Textbooks/Practitioner/Corporate Finance/Brealey - Principles of Corporate Finance 6th Edition (Book 2000).pdf,4,11,-0.4667,"MBA students(2), coefficient(1), textbook(1)","Wall Street(6), guide(3), case study(1), personal finance(1)"
Brigham - Fundamentals of Financial Management (Book 1992).pdf,Textbooks/Practitioner/Corporate Finance/Brigham - Fundamentals of Financial Management (Book 1992).pdf,10,2,0.6667,"coefficient(3), undergraduate(3), instructor(2), textbook(1), this course(1)","case study(1), financial planning(1)"
Brigham - Intermediate Financial Management (Book 1993).pdf,Textbooks/Practitioner/Corporate Finance/Brigham - Intermediate Financial Management (Book 1993).pdf,12,0,1.0,"this course(5), coefficient(3), optimal(1), instructor(1), syllabus(1)",
"Brigham, Ehrhardt - Financial Management Theory and Practice (Book 2017).pdf","Textbooks/Practitioner/Corporate Finance/Brigham, Ehrhardt - Financial Management Theory and Practice (Book 2017).pdf",5,8,-0.2308,"coefficient(3), end-of-chapter(1), MBA students(1)","financial planning(4), tip(2), how to(1), CFO(1)"
"Brigham, Houston - Fundamentals of Financial Management (Book 2021).pdf","Textbooks/Practitioner/Corporate Finance/Brigham, Houston - Fundamentals of Financial Management (Book 2021).pdf",8,3,0.4545,"instructor(3), textbook(2), course materials(1), end-of-chapter(1), problem sets(1)",tip(3)
"Brigham, Johnson - Issues in Managerial Finance (Book 1980).pdf","Textbooks/Practitioner/Corporate Finance/Brigham, Johnson - Issues in Managerial Finance (Book 1980).pdf",8,1,0.7778,"this course(2), instructor(2), the model(1), textbook(1), undergraduate(1)",personal finance(1)
Brownlee - Corporate Financial Reporting (Book 2001).pdf,Textbooks/Practitioner/Corporate Finance/Brownlee - Corporate Financial Reporting (Book 2001).pdf,5,6,-0.0909,"end-of-chapter(2), classroom(2), instructor(1)","practical(3), real-world(2), case study(1)"
Brownlee - Corporate Financial Reporting Text and Cases (Book 1990).pdf,Textbooks/Practitioner/Corporate Finance/Brownlee - Corporate Financial Reporting Text and Cases (Book 1990).pdf,3,8,-0.4545,"end-of-chapter(2), instructor(1)","case study(3), practical(2), real-world(2), guide(1)"
Buck - Study Guide Essentials of Managerial Finance Principles (Book 1981).pdf,Textbooks/Practitioner/Corporate Finance/Buck - Study Guide Essentials of Managerial Finance Principles (Book 1981).pdf,3,14,-0.6471,"review questions(2), this course(1)","guide(12), practical(1), retirement(1)"
Buffett - Essays of Warren Buffett (Book 2009).pdf,Textbooks/Practitioner/Corporate Finance/Buffett - Essays of Warren Buffett (Book 2009).pdf,1,14,-0.8667,textbook(1),"CEO(8), how to(2), practical(1), guide(1), Wall Street(1)"
Buffett - The Essays of Warren Buffett Lessons for Corporate America (Book 2009).pdf,Textbooks/Practitioner/Corporate Finance/Buffett - The Essays of Warren Buffett Lessons for Corporate America (Book 2009).pdf,1,1,0.0,textbook(1),client(1)
Buge - Business Financing Handbook (Book 1982).pdf,Textbooks/Practitioner/Corporate Finance/Buge - Business Financing Handbook (Book 1982).pdf,0,24,-1.0,,"how to(10), handbook(7), practical(2), step by step(1), checklist(1)"
Bullock - Selected Readings in Public Finance (Book 1924).pdf,Textbooks/Practitioner/Corporate Finance/Bullock - Selected Readings in Public Finance (Book 1924).pdf,1,0,1.0,this course(1),
Burk - Financing Your Small Business (Book 2004).pdf,Textbooks/Practitioner/Corporate Finance/Burk - Financing Your Small Business (Book 2004).pdf,0,5,-1.0,,"how to(2), checklist(1), retirement(1), client(1)"
"Burk, Lehmann - Financing Your Small Business (Book 2006).pdf","Textbooks/Practitioner/Corporate Finance/Burk, Lehmann - Financing Your Small Business (Book 2006).pdf",1,6,-0.7143,instructor(1),"retirement(2), how to(1), CFO(1), CEO(1), client(1)"
Burkhardt - Financial Management (Book 2013).pdf,Textbooks/Practitioner/Corporate Finance/Burkhardt - Financial Management (Book 2013).pdf,4,7,-0.2727,"instructor(3), this course(1)","financial planning(3), CFO(2), Wall Street(1), CEO(1)"
Burtchett - Corporation Finance (Book 1948).pdf,Textbooks/Practitioner/Corporate Finance/Burtchett - Corporation Finance (Book 1948).pdf,0,1,-1.0,,personal finance(1)
"Burtchett, Hicks - Corporation Finance (Book 1934).pdf","Textbooks/Practitioner/Corporate Finance/Burtchett, Hicks - Corporation Finance (Book 1934).pdf",0,0,0.0,,
Burton - Corporations and the State (Book 1911).pdf,Textbooks/Practitioner/Corporate Finance/Burton - Corporations and the State (Book 1911).pdf,1,0,1.0,instructor(1),
Butters - Case Problems in Finance (Book 1969).pdf,Textbooks/Practitioner/Corporate Finance/Butters - Case Problems in Finance (Book 1969).pdf,1,0,1.0,instructor(1),
Calder - Strategic Capitalism Private Business and Public Purpose in Japanese Industrial Finance (Book 1993).pdf,Textbooks/Practitioner/Corporate Finance/Calder - Strategic Capitalism Private Business and Public Purpose in Japanese Industrial Finance (Book 1993).pdf,4,0,1.0,university press(4),
Carrol - Principles and Practice of Finance (Book 1897).pdf,Textbooks/Practitioner/Corporate Finance/Carrol - Principles and Practice of Finance (Book 1897).pdf,0,6,-1.0,,"practical(4), guide(1), board of directors(1)"
Carter - Portfolio Aspects of Corporate Capital Budgeting Methods (Book 1974).pdf,Textbooks/Practitioner/Corporate Finance/Carter - Portfolio Aspects of Corporate Capital Budgeting Methods (Book 1974).pdf,1,0,1.0,the model(1),
"Case, Clapp - Real Estate Finance (Book 1978).pdf","Textbooks/Practitioner/Corporate Finance/Case, Clapp - Real Estate Finance (Book 1978).pdf",0,3,-1.0,,"practical(1), guide(1), a guide for(1)"
CFA Institute - Corporate Finance CFA Level II (Book 2018).pdf,Textbooks/Practitioner/Corporate Finance/CFA Institute - Corporate Finance CFA Level II (Book 2018).pdf,45,16,0.4754,"curriculum(40), proposition(2), optimal(1), textbook(1), course materials(1)","how to(6), practical(3), in practice(2), tip(2), guide(1)"
Chapman - The Initial Financing of an Enterprise (Book 1912).pdf,Textbooks/Practitioner/Corporate Finance/Chapman - The Initial Financing of an Enterprise (Book 1912).pdf,0,1,-1.0,,how to(1)
Cherrington - Business Organization and Finance (Book 1948).pdf,Textbooks/Practitioner/Corporate Finance/Cherrington - Business Organization and Finance (Book 1948).pdf,0,0,0.0,,
Childs - Encyclopedia of Long-Term Financing and Capital Management (Book 1976).pdf,Textbooks/Practitioner/Corporate Finance/Childs - Encyclopedia of Long-Term Financing and Capital Management (Book 1976).pdf,0,8,-1.0,,"how to(3), practical(2), Wall Street(1), investment banker(1), financial planning(1)"
Childs - Long Term Financing (Book 1961).pdf,Textbooks/Practitioner/Corporate Finance/Childs - Long Term Financing (Book 1961).pdf,0,18,-1.0,,"how to(9), practical(3), Wall Street(3), step by step(1), guide(1)"
Childs - Profit Goals and Capital Management (Book 1968).pdf,Textbooks/Practitioner/Corporate Finance/Childs - Profit Goals and Capital Management (Book 1968).pdf,0,5,-1.0,,"practical(2), handbook(1), Wall Street(1), financial advisor(1)"
"Christy, Roden - Finance Environment and Decisions (Book 1973).pdf","Textbooks/Practitioner/Corporate Finance/Christy, Roden - Finance Environment and Decisions (Book 1973).pdf",2,3,-0.2,this course(2),"real-world(1), money manager(1), investment banker(1)"
Citibank - Basics of Corporate Finance (Book 1994).pdf,Textbooks/Practitioner/Corporate Finance/Citibank - Basics of Corporate Finance (Book 1994).pdf,0,0,0.0,,
Clark - Capital and its Earnings (Book 1888).pdf,Textbooks/Practitioner/Corporate Finance/Clark - Capital and its Earnings (Book 1888).pdf,0,0,0.0,,
Clark - Financial Management a Capital Market Approach (Book 1976).pdf,Textbooks/Practitioner/Corporate Finance/Clark - Financial Management a Capital Market Approach (Book 1976).pdf,4,4,0.0,"instructor(3), this course(1)","financial planning(3), guide(1)"
Clason - The Richest Man in Babylon (Book 1926).pdf,Textbooks/Practitioner/Corporate Finance/Clason - The Richest Man in Babylon (Book 1926).pdf,0,4,-1.0,,"how to(1), practical(1), guide(1), trader(1)"
Cleveland - First Lessons in Finance (Book 1903).pdf,Textbooks/Practitioner/Corporate Finance/Cleveland - First Lessons in Finance (Book 1903).pdf,0,1,-1.0,,broker(1)
Cohan - Cost of Flotation of Long-Term Corporate Debt Since 1935 (Book 1961).pdf,Textbooks/Practitioner/Corporate Finance/Cohan - Cost of Flotation of Long-Term Corporate Debt Since 1935 (Book 1961).pdf,0,0,0.0,,
Committe - Managerial Finance for the Seventies (Book 1972).pdf,Textbooks/Practitioner/Corporate Finance/Committe - Managerial Finance for the Seventies (Book 1972).pdf,1,1,0.0,regression(1),personal finance(1)
Conference - Business Cycles and Unemployment (Book 1923).pdf,Textbooks/Practitioner/Corporate Finance/Conference - Business Cycles and Unemployment (Book 1923).pdf,0,3,-1.0,,practical(3)
Conyngton - A Manual of Corporate Organization (Book 1908).pdf,Textbooks/Practitioner/Corporate Finance/Conyngton - A Manual of Corporate Organization (Book 1908).pdf,1,1,0.0,et al.(1),CEO(1)
Conyngton - Corporate Organization and Management (Book 1909).pdf,Textbooks/Practitioner/Corporate Finance/Conyngton - Corporate Organization and Management (Book 1909).pdf,0,2,-1.0,,practical(2)
Conyngton - Financing an Enterprise (Book 1921).pdf,Textbooks/Practitioner/Corporate Finance/Conyngton - Financing an Enterprise (Book 1921).pdf,0,2,-1.0,,"practical(1), investment banker(1)"
Conyngton - The Modern Corporation its Mechanism Methods Formation and Management (Book 1908).pdf,Textbooks/Practitioner/Corporate Finance/Conyngton - The Modern Corporation its Mechanism Methods Formation and Management (Book 1908).pdf,0,3,-1.0,,practical(3)
Cook - The Corporation Problem (Book 1891).pdf,Textbooks/Practitioner/Corporate Finance/Cook - The Corporation Problem (Book 1891).pdf,1,0,1.0,this course(1),
Cooke - Business Financial Management (Book 1967).pdf,Textbooks/Practitioner/Corporate Finance/Cooke - Business Financial Management (Book 1967).pdf,7,1,0.75,"textbook(2), this course(2), undergraduate(2), instructor(1)",in practice(1)
Cooke - The Mcgraw Hill 36 Hour Course in Finance for Nonfinanince (Book 1993).pdf,Textbooks/Practitioner/Corporate Finance/Cooke - The Mcgraw Hill 36 Hour Course in Finance for Nonfinanince (Book 1993).pdf,4,6,-0.2,review questions(4),"case study(4), how to(1), guide(1)"
Cooley - Business Financial Management (Book 1988).pdf,Textbooks/Practitioner/Corporate Finance/Cooley - Business Financial Management (Book 1988).pdf,3,10,-0.5385,"instructor(2), this course(1)","how to(6), real-world(2), case study(1), financial planning(1)"
Cooper - Financing an Enterprise (Book 1907).pdf,Textbooks/Practitioner/Corporate Finance/Cooper - Financing an Enterprise (Book 1907).pdf,3,0,1.0,"proposition(2), forthcoming(1)",
Cooper - Financing an Enterprise (Book 1911).pdf,Textbooks/Practitioner/Corporate Finance/Cooper - Financing an Enterprise (Book 1911).pdf,1,0,1.0,forthcoming(1),
"Cooper - Financing an Enterprise, a Manual of Information and Suggestion for Promoters, Investors, and Business Men Generally (Book 1915).pdf","Textbooks/Practitioner/Corporate Finance/Cooper - Financing an Enterprise, a Manual of Information and Suggestion for Promoters, Investors, and Business Men Generally (Book 1915).pdf",3,1,0.5,"proposition(2), this course(1)",client(1)
"Corrigan, Ward - Financial Management Policies and Practices (Book 1963).pdf","Textbooks/Practitioner/Corporate Finance/Corrigan, Ward - Financial Management Policies and Practices (Book 1963).pdf",9,1,0.8,"instructor(3), textbook(2), this course(2), maximize utility(1), classroom(1)",practical(1)
Coyle - Capital Structuring Corporate Finance (Book 2000).pdf,Textbooks/Practitioner/Corporate Finance/Coyle - Capital Structuring Corporate Finance (Book 2000).pdf,2,0,1.0,optimal(2),
Coyle - Financial Management (Book 1990).pdf,Textbooks/Practitioner/Corporate Finance/Coyle - Financial Management (Book 1990).pdf,4,2,0.3333,"syllabus(2), OLS(1), textbook(1)","how to(1), practical(1)"
Creamer et al - Capital in Manufacturing and Mining (Book 1960).pdf,Textbooks/Practitioner/Corporate Finance/Creamer et al - Capital in Manufacturing and Mining (Book 1960).pdf,3,2,0.2,university press(3),board of directors(2)
"Crum, Derkinderen - Capital Budgeting Under Conditions of Uncertainty (Book 1981).pdf","Textbooks/Practitioner/Corporate Finance/Crum, Derkinderen - Capital Budgeting Under Conditions of Uncertainty (Book 1981).pdf",2,4,-0.3333,"equilibrium(1), textbook(1)","financial planning(2), how to(1), practical(1)"
"Daggett, Stuart - Railroad Reorganization (Book 1908).pdf","Textbooks/Practitioner/Corporate Finance/Daggett, Stuart - Railroad Reorganization (Book 1908).pdf",3,1,0.5,"equilibrium(2), instructor(1)",Wall Street(1)
